OrderID,CustomerID,Date,City,Category,Product,Price,Quantity,Discount,Payment,Revenue
25,152,2025-05-07,Moscow,Tablet,iPad Air,69990,1,5,Card,66490.5
26,198,2025-08-08,Samara,Smartwatch,Galaxy Watch,32990,2,5,Card,62681.0
27,396,2025-03-12,Perm,Headphones,JBL Tune,4990,2,0,SBP,9980.0
28,79,2025-02-26,Saint Petersburg,Smartphone,Xiaomi 14,54990,1,0,SBP,54990.0
29,165,2025-08-05,Moscow,Monitor,LG UltraWide,34990,1,0,Card,34990.0
30,209,2025-11-02,Moscow,Headphones,Sony WH-1000XM5,32990,1,10,SBP,29691.0
31,214,2025-02-28,Moscow,Monitor,Samsung Odyssey,45990,1,5,SBP,43690.5
32,282,2025-06-24,Saint Petersburg,Smartphone,Samsung Galaxy S24,74990,1,5,Card,71240.5
33,392,2025-08-21,Saint Petersburg,Smartphone,iPhone 15,89990,1,5,Cash,85490.5
34,238,2025-04-02,Moscow,Headphones,JBL Tune,4990,1,5,SBP,4740.5
35,155,2025-09-17,Voronezh,Monitor,LG UltraWide,34990,1,0,Card,34990.0
36,412,2025-03-24,Voronezh,Headphones,JBL Tune,4990,1,5,Card,4740.5
37,319,2025-02-27,Moscow,Smartwatch,Galaxy Watch,32990,1,5,Card,31340.5
38,201,2025-05-04,Ufa,Smartwatch,Galaxy Watch,32990,1,0,SBP,32990.0
39,436,2025-02-05,Novosibirsk,Tablet,Xiaomi Pad 6,34990,1,0,Card,34990.0
40,132,2025-09-01,Moscow,Headphones,JBL Tune,4990,1,5,Card,4740.5
41,69,2025-11-07,Moscow,Headphones,AirPods Pro,24990,1,15,SBP,21241.5
42,89,2025-07-24,Samara,Monitor,Samsung Odyssey,45990,1,5,Card,43690.5
43,497,2025-09-22,Kazan,Headphones,Sony WH-1000XM5,32990,1,0,Card,32990.0
44,456,2025-06-23,Saint Petersburg,Smartphone,iPhone 15,89990,1,0,Card,89990.0
45,359,2025-01-04,Perm,Smartphone,Samsung Galaxy S24,74990,1,0,Card,74990.0
46,304,2025-01-17,Ufa,Smartwatch,Apple Watch,49990,1,0,Card,49990.0
47,282,2025-05-23,Saint Petersburg,Monitor,Samsung Odyssey,45990,1,10,Card,41391.0
48,418,2025-03-09,Saint Petersburg,Tablet,iPad Air,69990,1,10,Card,62991.0
49,152,2025-08-31,Moscow,Tablet,Xiaomi Pad 6,34990,1,10,Card,31491.0
50,394,2025-02-19,Yekaterinburg,Monitor,Samsung Odyssey,45990,1,10,Card,41391.0
51,356,2025-07-30,Ufa,Headphones,Sony WH-1000XM5,32990,1,0,Card,32990.0
52,65,2025-06-23,Moscow,Tablet,Xiaomi Pad 6,34990,1,0,Card,34990.0
53,53,2025-04-08,Perm,Headphones,JBL Tune,4990,2,0,Card,9980.0
54,341,2025-05-23,Saint Petersburg,Headphones,Sony WH-1000XM5,32990,1,0,Card,32990.0
55,337,2025-10-09,Samara,Smartphone,Samsung Galaxy S24,74990,1,0,Card,74990.0
56,212,2025-10-04,Novosibirsk,Smartwatch,Apple Watch,49990,1,0,Cash,49990.0
57,296,2025-05-02,Kazan,Smartphone,Xiaomi 14,54990,1,10,Card,49491.0
58,368,2025-04-20,Perm,Smartwatch,Apple Watch,49990,2,0,Card,99980.0
59,248,2025-01-02,Voronezh,Headphones,AirPods Pro,24990,1,10,Card,22491.0
60,313,2025-12-23,Moscow,Tablet,iPad Air,69990,1,10,Card,62991.0
61,145,2025-06-01,Moscow,Laptop,MacBook Air M3,139990,1,0,Card,139990.0
62,299,2025-10-05,Ufa,Smartphone,iPhone 15,89990,1,5,Card,85490.5
63,104,2025-10-27,Kazan,Headphones,Sony WH-1000XM5,32990,1,0,Cash,32990.0
64,376,2025-02-11,Saint Petersburg,Smartwatch,Apple Watch,49990,1,0,Card,49990.0
65,224,2025-12-12,Saint Petersburg,Smartwatch,Apple Watch,49990,1,10,Card,44991.0
66,100,2025-10-19,Moscow,Laptop,MacBook Air M3,139990,1,0,Card,139990.0
67,216,2025-08-03,Moscow,Monitor,Samsung Odyssey,45990,1,5,Cash,43690.5
68,32,2025-04-15,Moscow,Monitor,Samsung Odyssey,45990,1,5,Card,43690.5
69,129,2025-07-22,Moscow,Smartphone,Xiaomi 14,54990,1,5,Card,52240.5
70,248,2025-02-07,Voronezh,Smartphone,iPhone 15,89990,1,10,Card,80991.0
71,285,2025-10-16,Kazan,Smartphone,Samsung Galaxy S24,74990,1,0,Card,74990.0
72,270,2025-09-17,Moscow,Laptop,Lenovo IdeaPad,69990,1,0,SBP,69990.0
73,36,2025-02-05,Yekaterinburg,Smartwatch,Galaxy Watch,32990,1,5,Card,31340.5
74,45,2025-08-13,Moscow,Smartwatch,Apple Watch,49990,1,0,SBP,49990.0
75,253,2025-10-11,Samara,Laptop,Lenovo IdeaPad,69990,1,0,SBP,69990.0
76,48,2025-03-10,Kazan,Laptop,Lenovo IdeaPad,69990,1,0,SBP,69990.0
77,305,2025-10-11,Novosibirsk,Smartphone,Xiaomi 14,54990,1,5,Card,52240.5
78,278,2025-04-18,Ufa,Tablet,iPad Air,69990,1,5,Card,66490.5
79,16,2025-11-21,Moscow,Smartwatch,Apple Watch,49990,1,25,Card,37492.5
80,434,2025-01-27,Moscow,Smartphone,Samsung Galaxy S24,74990,1,10,SBP,67491.0
81,37,2025-01-23,Saint Petersburg,Smartphone,iPhone 15,89990,1,5,SBP,85490.5
82,146,2025-11-23,Moscow,Laptop,Lenovo IdeaPad,69990,1,15,Card,59491.5
83,264,2025-10-10,Kazan,Tablet,iPad Air,69990,1,10,Card,62991.0
84,131,2025-02-27,Saint Petersburg,Smartphone,Samsung Galaxy S24,74990,1,0,Card,74990.0
85,200,2025-07-09,Yekaterinburg,Monitor,LG UltraWide,34990,1,0,Card,34990.0
86,39,2025-01-22,Novosibirsk,Laptop,Lenovo IdeaPad,69990,1,5,SBP,66490.5
87,399,2025-01-21,Novosibirsk,Smartwatch,Galaxy Watch,32990,1,0,SBP,32990.0
88,376,2025-12-08,Saint Petersburg,Smartphone,Samsung Galaxy S24,74990,1,5,SBP,71240.5
89,263,2025-07-28,Moscow,Monitor,LG UltraWide,34990,1,0,Cash,34990.0
90,405,2025-05-02,Saint Petersburg,Smartwatch,Apple Watch,49990,1,0,Cash,49990.0
91,107,2025-01-13,Saint Petersburg,Smartphone,Xiaomi 14,54990,1,5,SBP,52240.5
92,412,2025-07-30,Voronezh,Tablet,Xiaomi Pad 6,34990,1,0,Card,34990.0
93,408,2025-12-26,Moscow,Smartphone,Samsung Galaxy S24,74990,1,10,SBP,67491.0
94,226,2025-08-29,Moscow,Laptop,MacBook Air M3,139990,1,0,SBP,139990.0
95,405,2025-08-24,Saint Petersburg,Laptop,ASUS VivoBook,64990,1,5,SBP,61740.5
96,94,2025-04-27,Kazan,Laptop,MacBook Air M3,139990,1,0,Card,139990.0
97,376,2025-07-24,Saint Petersburg,Laptop,ASUS VivoBook,64990,1,5,SBP,61740.5
98,328,2025-05-23,Ufa,Laptop,ASUS VivoBook,64990,1,10,Card,58491.0
99,394,2025-10-02,Yekaterinburg,Laptop,ASUS VivoBook,64990,1,0,Card,64990.0
100,444,2025-05-14,Saint Petersburg,Smartphone,Xiaomi 14,54990,1,5,Card,52240.5
101,75,2025-11-02,Novosibirsk,Headphones,AirPods Pro,24990,1,20,Card,19992.0
102,309,2025-09-19,Yekaterinburg,Smartphone,Samsung Galaxy S24,74990,1,10,SBP,67491.0
103,114,2025-04-08,Yekaterinburg,Laptop,Lenovo IdeaPad,69990,1,0,Card,69990.0
104,175,2025-01-01,Ufa,Headphones,JBL Tune,4990,1,5,Card,4740.5
105,227,2025-12-07,Voronezh,Smartwatch,Galaxy Watch,32990,1,5,SBP,31340.5
106,277,2025-03-05,Yekaterinburg,Tablet,iPad Air,69990,1,5,Card,66490.5
107,19,2025-12-08,Saint Petersburg,Headphones,AirPods Pro,24990,1,10,SBP,22491.0
108,376,2025-10-11,Saint Petersburg,Smartphone,Xiaomi 14,54990,1,0,Card,54990.0
109,280,2025-07-14,Yekaterinburg,Monitor,Samsung Odyssey,45990,1,0,SBP,45990.0
110,61,2025-06-04,Saint Petersburg,Headphones,AirPods Pro,24990,1,5,Card,23740.5
111,355,2025-08-09,Moscow,Tablet,Xiaomi Pad 6,34990,1,5,Card,33240.5
112,37,2025-08-15,Saint Petersburg,Monitor,Samsung Odyssey,45990,1,0,Card,45990.0
113,128,2025-03-28,Samara,Monitor,Samsung Odyssey,45990,1,0,Card,45990.0
114,67,2025-12-06,Moscow,Monitor,Samsung Odyssey,45990,1,5,Card,43690.5
115,317,2025-05-01,Saint Petersburg,Monitor,Samsung Odyssey,45990,1,5,Card,43690.5
116,54,2025-04-12,Samara,Smartphone,Xiaomi 14,54990,1,0,Card,54990.0
117,192,2025-09-01,Samara,Monitor,LG UltraWide,34990,1,0,Card,34990.0
118,420,2025-11-19,Novosibirsk,Monitor,LG UltraWide,34990,1,15,SBP,29741.5
119,184,2025-07-16,Samara,Headphones,Sony WH-1000XM5,32990,2,0,Card,65980.0
120,42,2025-12-19,Saint Petersburg,Smartphone,iPhone 15,89990,1,0,SBP,89990.0
121,371,2025-04-23,Moscow,Smartphone,Xiaomi 14,54990,1,10,Card,49491.0
122,276,2025-05-08,Kazan,Smartwatch,Galaxy Watch,32990,1,10,Card,29691.0
123,148,2025-08-26,Kazan,Monitor,Samsung Odyssey,45990,1,5,Cash,43690.5
124,220,2025-08-15,Samara,Monitor,LG UltraWide,34990,1,10,SBP,31491.0
125,397,2025-10-08,Samara,Headphones,Sony WH-1000XM5,32990,1,10,Card,29691.0
126,444,2025-05-07,Saint Petersburg,Smartwatch,Apple Watch,49990,1,10,SBP,44991.0
127,196,2025-05-21,Saint Petersburg,Headphones,Sony WH-1000XM5,32990,1,5,Card,31340.5
128,86,2025-06-21,Saint Petersburg,Laptop,ASUS VivoBook,64990,1,0,Card,64990.0
129,30,2025-04-29,Moscow,Headphones,AirPods Pro,24990,1,0,Card,24990.0
130,216,2025-07-28,Moscow,Laptop,ASUS VivoBook,64990,1,10,Card,58491.0
131,87,2025-04-16,Novosibirsk,Smartwatch,Apple Watch,49990,2,10,Cash,89982.0
132,435,2025-10-27,Moscow,Tablet,iPad Air,69990,1,0,SBP,69990.0
133,80,2025-10-22,Moscow,Headphones,AirPods Pro,24990,2,0,Cash,49980.0
134,31,2025-06-02,Ufa,Tablet,Xiaomi Pad 6,34990,1,10,Cash,31491.0
135,52,2025-08-03,Yekaterinburg,Headphones,JBL Tune,4990,1,10,Card,4491.0
136,498,2025-08-12,Moscow,Headphones,Sony WH-1000XM5,32990,1,10,Card,29691.0
137,291,2025-12-14,Moscow,Tablet,Xiaomi Pad 6,34990,1,10,SBP,31491.0
138,113,2025-08-28,Perm,Smartwatch,Galaxy Watch,32990,1,0,Cash,32990.0
139,445,2025-10-31,Yekaterinburg,Monitor,LG UltraWide,34990,1,0,Card,34990.0
140,168,2025-08-08,Moscow,Smartphone,Xiaomi 14,54990,1,10,Card,49491.0
141,246,2025-05-14,Perm,Headphones,AirPods Pro,24990,1,0,Card,24990.0
142,177,2025-06-22,Novosibirsk,Tablet,Xiaomi Pad 6,34990,1,10,Card,31491.0
143,438,2025-08-04,Yekaterinburg,Laptop,Lenovo IdeaPad,69990,1,0,Card,69990.0
144,237,2025-10-04,Moscow,Smartphone,iPhone 15,89990,1,5,Card,85490.5
145,246,2025-02-05,Perm,Tablet,Xiaomi Pad 6,34990,1,0,SBP,34990.0
146,474,2025-05-07,Samara,Laptop,MacBook Air M3,139990,1,0,Card,139990.0
147,448,2025-05-03,Novosibirsk,Smartphone,Xiaomi 14,54990,1,10,Card,49491.0
148,391,2025-10-16,Voronezh,Laptop,MacBook Air M3,139990,1,10,Card,125991.0
149,340,2025-07-08,Moscow,Smartphone,Xiaomi 14,54990,1,0,SBP,54990.0
150,331,2025-03-25,Saint Petersburg,Laptop,Lenovo IdeaPad,69990,1,0,Card,69990.0
151,416,2025-06-09,Saint Petersburg,Monitor,LG UltraWide,34990,1,10,Card,31491.0
152,231,2025-04-12,Yekaterinburg,Smartphone,Samsung Galaxy S24,74990,1,0,Card,74990.0
153,400,2025-06-04,Novosibirsk,Smartwatch,Apple Watch,49990,1,0,Card,49990.0
154,99,2025-08-08,Moscow,Monitor,Samsung Odyssey,45990,1,5,Card,43690.5
155,79,2025-11-28,Saint Petersburg,Laptop,ASUS VivoBook,64990,1,10,SBP,58491.0
156,140,2025-09-08,Voronezh,Smartphone,Samsung Galaxy S24,74990,1,10,Cash,67491.0
157,165,2025-11-22,Moscow,Smartwatch,Galaxy Watch,32990,2,15,Card,56083.0
158,149,2025-09-25,Moscow,Monitor,Samsung Odyssey,45990,1,5,SBP,43690.5
159,272,2025-10-03,Yekaterinburg,Tablet,Xiaomi Pad 6,34990,1,10,Card,31491.0
160,340,2025-10-31,Moscow,Laptop,Lenovo IdeaPad,69990,1,5,SBP,66490.5
161,362,2025-02-14,Ufa,Laptop,Lenovo IdeaPad,69990,1,10,Card,62991.0
162,271,2025-08-26,Yekaterinburg,Monitor,LG UltraWide,34990,1,10,Card,31491.0
163,221,2025-09-11,Ufa,Smartwatch,Apple Watch,49990,1,0,Card,49990.0
164,140,2025-07-01,Voronezh,Tablet,Xiaomi Pad 6,34990,1,5,Card,33240.5
165,484,2025-11-02,Ufa,Tablet,iPad Air,69990,1,20,Card,55992.0
166,411,2025-09-22,Saint Petersburg,Laptop,MacBook Air M3,139990,1,0,Card,139990.0
167,461,2025-07-28,Moscow,Headphones,Sony WH-1000XM5,32990,1,10,SBP,29691.0
168,232,2025-09-09,Kazan,Headphones,Sony WH-1000XM5,32990,1,0,Card,32990.0
169,445,2025-07-27,Yekaterinburg,Tablet,iPad Air,69990,1,0,Card,69990.0
170,172,2025-10-25,Moscow,Laptop,ASUS VivoBook,64990,1,10,Card,58491.0
171,163,2025-06-26,Ufa,Headphones,AirPods Pro,24990,1,5,SBP,23740.5
172,417,2025-05-19,Moscow,Laptop,Lenovo IdeaPad,69990,1,5,Card,66490.5
173,379,2025-04-09,Yekaterinburg,Laptop,ASUS VivoBook,64990,1,0,Card,64990.0
174,56,2025-12-20,Perm,Smartphone,Xiaomi 14,54990,1,0,Card,54990.0
175,210,2025-09-05,Moscow,Laptop,Lenovo IdeaPad,69990,1,5,Cash,66490.5
176,462,2025-04-10,Ufa,Laptop,Lenovo IdeaPad,69990,1,0,Card,69990.0
177,322,2025-06-04,Novosibirsk,Smartphone,iPhone 15,89990,1,0,Card,89990.0
178,39,2025-01-28,Novosibirsk,Headphones,JBL Tune,4990,1,0,SBP,4990.0
179,376,2025-09-09,Saint Petersburg,Smartphone,Samsung Galaxy S24,74990,1,0,Card,74990.0
180,38,2025-08-29,Moscow,Headphones,Sony WH-1000XM5,32990,2,5,Card,62681.0
181,99,2025-01-27,Moscow,Laptop,Lenovo IdeaPad,69990,1,10,Card,62991.0
182,242,2025-02-03,Voronezh,Headphones,AirPods Pro,24990,2,0,Card,49980.0
183,219,2025-12-18,Ufa,Smartphone,iPhone 15,89990,1,0,Card,89990.0
184,475,2025-10-16,Kazan,Laptop,Lenovo IdeaPad,69990,1,0,Cash,69990.0
185,32,2025-03-02,Moscow,Headphones,JBL Tune,4990,2,0,SBP,9980.0
186,326,2025-07-14,Novosibirsk,Headphones,Sony WH-1000XM5,32990,2,5,Cash,62681.0
187,286,2025-08-08,Moscow,Laptop,Lenovo IdeaPad,69990,1,0,Card,69990.0
188,486,2025-02-20,Perm,Tablet,Xiaomi Pad 6,34990,1,0,SBP,34990.0
189,251,2025-05-16,Moscow,Monitor,Samsung Odyssey,45990,1,0,Card,45990.0
190,221,2025-03-30,Ufa,Headphones,JBL Tune,4990,1,0,Card,4990.0
191,366,2025-08-19,Saint Petersburg,Tablet,iPad Air,69990,1,10,Card,62991.0
192,339,2025-04-29,Saint Petersburg,Laptop,Lenovo IdeaPad,69990,1,5,Card,66490.5
193,175,2025-08-21,Ufa,Smartphone,Samsung Galaxy S24,74990,1,0,SBP,74990.0
194,356,2025-11-17,Ufa,Monitor,LG UltraWide,34990,1,15,Card,29741.5
195,404,2025-10-06,Yekaterinburg,Laptop,MacBook Air M3,139990,1,0,SBP,139990.0
196,119,2025-03-14,Samara,Smartphone,Samsung Galaxy S24,74990,1,0,Card,74990.0
197,126,2025-06-07,Saint Petersburg,Monitor,LG UltraWide,34990,1,5,Card,33240.5
198,425,2025-08-28,Moscow,Tablet,iPad Air,69990,1,5,Card,66490.5
199,214,2025-05-20,Moscow,Headphones,JBL Tune,4990,2,10,Card,8982.0
200,92,2025-01-21,Novosibirsk,Smartwatch,Galaxy Watch,32990,2,5,SBP,62681.0
201,435,2025-01-14,Moscow,Smartphone,Samsung Galaxy S24,74990,1,0,Cash,74990.0
202,317,2025-10-22,Saint Petersburg,Monitor,LG UltraWide,34990,1,0,Cash,34990.0
203,125,2025-12-11,Moscow,Smartwatch,Apple Watch,49990,1,0,SBP,49990.0
204,260,2025-03-31,Moscow,Headphones,Sony WH-1000XM5,32990,2,5,Card,62681.0
205,312,2025-10-27,Moscow,Headphones,AirPods Pro,24990,2,0,Card,49980.0
206,70,2025-07-29,Voronezh,Laptop,ASUS VivoBook,64990,1,5,Card,61740.5
207,248,2025-03-24,Voronezh,Laptop,ASUS VivoBook,64990,1,10,Card,58491.0
208,278,2025-05-28,Ufa,Monitor,Samsung Odyssey,45990,1,10,SBP,41391.0
209,193,2025-10-09,Perm,Smartphone,iPhone 15,89990,1,10,Card,80991.0
210,355,2025-05-10,Moscow,Laptop,ASUS VivoBook,64990,1,0,Cash,64990.0
211,466,2025-07-26,Saint Petersburg,Smartwatch,Apple Watch,49990,1,10,Card,44991.0
212,89,2025-04-07,Samara,Headphones,JBL Tune,4990,1,10,SBP,4491.0
213,150,2025-01-27,Moscow,Laptop,MacBook Air M3,139990,1,5,Card,132990.5
214,260,2025-05-28,Moscow,Headphones,Sony WH-1000XM5,32990,2,0,Card,65980.0
215,245,2025-11-19,Moscow,Monitor,LG UltraWide,34990,1,15,SBP,29741.5
216,368,2025-06-09,Perm,Headphones,JBL Tune,4990,1,10,Card,4491.0
217,461,2025-02-28,Moscow,Headphones,Sony WH-1000XM5,32990,1,0,Card,32990.0
218,109,2025-05-30,Moscow,Headphones,JBL Tune,4990,1,10,SBP,4491.0
219,381,2025-08-30,Moscow,Laptop,MacBook Air M3,139990,1,10,Card,125991.0
220,409,2025-07-16,Perm,Laptop,MacBook Air M3,139990,1,0,SBP,139990.0
221,333,2025-05-22,Moscow,Tablet,Xiaomi Pad 6,34990,1,10,Card,31491.0
222,422,2025-09-17,Yekaterinburg,Laptop,Lenovo IdeaPad,69990,1,0,Card,69990.0
223,34,2025-06-02,Perm,Smartwatch,Apple Watch,49990,2,0,Card,99980.0
224,18,2025-09-05,Kazan,Laptop,ASUS VivoBook,64990,1,5,Card,61740.5
225,346,2025-10-06,Ufa,Headphones,AirPods Pro,24990,2,5,Cash,47481.0
226,113,2025-12-24,Perm,Laptop,MacBook Air M3,139990,1,10,Card,125991.0
227,149,2025-07-30,Moscow,Smartphone,iPhone 15,89990,1,5,Card,85490.5
228,368,2025-12-28,Perm,Smartwatch,Galaxy Watch,32990,2,10,Cash,59382.0
229,380,2025-11-30,Moscow,Smartphone,Xiaomi 14,54990,1,25,Cash,41242.5
230,258,2025-03-06,Novosibirsk,Headphones,JBL Tune,4990,1,0,Cash,4990.0
231,73,2025-08-14,Moscow,Smartphone,Samsung Galaxy S24,74990,1,10,Card,67491.0
232,52,2025-03-15,Yekaterinburg,Headphones,AirPods Pro,24990,1,0,Card,24990.0
233,246,2025-05-16,Perm,Laptop,ASUS VivoBook,64990,1,10,Card,58491.0
234,444,2025-06-18,Saint Petersburg,Smartwatch,Apple Watch,49990,2,5,SBP,94981.0
235,131,2025-09-07,Saint Petersburg,Smartwatch,Apple Watch,49990,1,0,Card,49990.0
236,272,2025-12-17,Yekaterinburg,Smartwatch,Galaxy Watch,32990,1,0,SBP,32990.0
237,52,2025-08-11,Yekaterinburg,Smartphone,Samsung Galaxy S24,74990,1,0,Card,74990.0
238,273,2025-12-22,Samara,Laptop,Lenovo IdeaPad,69990,1,0,Card,69990.0
239,431,2025-01-29,Moscow,Laptop,Lenovo IdeaPad,69990,1,5,Card,66490.5
240,474,2025-03-16,Samara,Laptop,MacBook Air M3,139990,1,10,Card,125991.0
241,196,2025-04-03,Saint Petersburg,Smartphone,Xiaomi 14,54990,1,0,Card,54990.0
242,255,2025-07-15,Moscow,Monitor,LG UltraWide,34990,1,0,Card,34990.0
243,388,2025-10-26,Moscow,Smartphone,Xiaomi 14,54990,1,0,Card,54990.0
244,225,2025-05-11,Moscow,Headphones,Sony WH-1000XM5,32990,1,0,Cash,32990.0
245,77,2025-08-27,Yekaterinburg,Smartwatch,Galaxy Watch,32990,1,0,Card,32990.0
246,160,2025-06-26,Novosibirsk,Monitor,LG UltraWide,34990,1,5,SBP,33240.5
247,308,2025-08-06,Saint Petersburg,Tablet,iPad Air,69990,1,5,Card,66490.5
248,254,2025-06-04,Saint Petersburg,Laptop,MacBook Air M3,139990,1,10,SBP,125991.0
249,191,2025-02-24,Moscow,Laptop,MacBook Air M3,139990,1,10,Card,125991.0
250,162,2025-10-22,Ufa,Laptop,Lenovo IdeaPad,69990,1,5,Card,66490.5
251,326,2025-12-04,Novosibirsk,Headphones,AirPods Pro,24990,1,0,Card,24990.0
252,481,2025-12-18,Ufa,Tablet,Xiaomi Pad 6,34990,1,0,Cash,34990.0
253,1,2025-09-12,Saint Petersburg,Smartwatch,Apple Watch,49990,1,0,SBP,49990.0
254,201,2025-06-30,Ufa,Laptop,MacBook Air M3,139990,1,0,Card,139990.0
255,470,2025-12-14,Voronezh,Tablet,Xiaomi Pad 6,34990,1,0,SBP,34990.0
256,235,2025-11-18,Moscow,Monitor,Samsung Odyssey,45990,1,10,Card,41391.0
257,436,2025-08-14,Novosibirsk,Smartphone,iPhone 15,89990,1,5,Card,85490.5
258,186,2025-02-16,Ufa,Smartwatch,Galaxy Watch,32990,1,5,SBP,31340.5
259,204,2025-03-31,Samara,Laptop,MacBook Air M3,139990,1,0,SBP,139990.0
260,105,2025-07-07,Perm,Headphones,JBL Tune,4990,1,0,Card,4990.0
261,248,2025-09-04,Voronezh,Tablet,Xiaomi Pad 6,34990,1,5,SBP,33240.5
262,185,2025-06-23,Moscow,Tablet,Xiaomi Pad 6,34990,1,0,Card,34990.0
263,113,2025-02-08,Perm,Smartphone,Xiaomi 14,54990,1,0,SBP,54990.0
264,430,2025-12-12,Moscow,Headphones,AirPods Pro,24990,1,0,SBP,24990.0
265,317,2025-01-08,Saint Petersburg,Laptop,Lenovo IdeaPad,69990,1,0,Card,69990.0
266,285,2025-12-11,Kazan,Tablet,iPad Air,69990,1,5,Card,66490.5
267,9,2025-11-23,Ufa,Laptop,ASUS VivoBook,64990,1,10,Card,58491.0
268,8,2025-08-30,Samara,Smartphone,iPhone 15,89990,1,5,SBP,85490.5
269,380,2025-04-24,Moscow,Monitor,Samsung Odyssey,45990,1,0,SBP,45990.0
270,199,2025-08-26,Samara,Smartwatch,Galaxy Watch,32990,1,10,Card,29691.0
271,341,2025-01-24,Saint Petersburg,Smartphone,iPhone 15,89990,1,5,Cash,85490.5
272,469,2025-03-01,Moscow,Smartphone,Samsung Galaxy S24,74990,1,0,SBP,74990.0
273,392,2025-03-11,Saint Petersburg,Headphones,AirPods Pro,24990,2,5,SBP,47481.0
274,434,2025-12-23,Moscow,Headphones,JBL Tune,4990,2,0,Cash,9980.0
275,466,2025-12-02,Saint Petersburg,Smartphone,Samsung Galaxy S24,74990,1,10,Card,67491.0
276,120,2025-05-24,Kazan,Smartphone,iPhone 15,89990,1,5,Card,85490.5
277,68,2025-08-16,Yekaterinburg,Laptop,MacBook Air M3,139990,1,5,Card,132990.5
278,226,2025-12-18,Moscow,Laptop,ASUS VivoBook,64990,1,5,Card,61740.5
279,326,2025-05-22,Novosibirsk,Laptop,MacBook Air M3,139990,1,0,SBP,139990.0
280,27,2025-08-21,Moscow,Smartphone,Samsung Galaxy S24,74990,1,0,Card,74990.0
281,363,2025-11-02,Saint Petersburg,Smartphone,iPhone 15,89990,1,10,SBP,80991.0
282,113,2025-05-05,Perm,Smartphone,Xiaomi 14,54990,1,0,Card,54990.0
283,193,2025-10-11,Perm,Laptop,MacBook Air M3,139990,1,0,SBP,139990.0
284,176,2025-04-30,Moscow,Laptop,ASUS VivoBook,64990,1,0,SBP,64990.0
285,245,2025-11-02,Moscow,Smartphone,iPhone 15,89990,1,20,SBP,71992.0
286,10,2025-03-16,Novosibirsk,Smartphone,Xiaomi 14,54990,1,5,SBP,52240.5
287,478,2025-02-26,Kazan,Monitor,Samsung Odyssey,45990,1,0,Card,45990.0
288,139,2025-07-03,Saint Petersburg,Tablet,Xiaomi Pad 6,34990,1,0,Card,34990.0
289,234,2025-01-09,Saint Petersburg,Smartphone,Xiaomi 14,54990,1,5,Card,52240.5
290,306,2025-08-04,Voronezh,Headphones,JBL Tune,4990,1,0,Card,4990.0
291,5,2025-07-05,Moscow,Headphones,JBL Tune,4990,1,10,Card,4491.0
292,100,2025-11-11,Moscow,Smartphone,iPhone 15,89990,1,20,Card,71992.0
293,402,2025-01-16,Perm,Smartphone,iPhone 15,89990,1,10,SBP,80991.0
